id,a1,a3,etbst,b8,b9_1,b9_2,b9_3,b9_4,b9_5,b9b,x,y
184,Vélo / VAE / Vélostar,Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00,-1.6419555,48.1317119
185,Vélo / VAE / Vélostar,Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00,-1.6419555,48.1317119
197,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:05:00,-1.6419555,48.1317119
201,Métro / Bus,Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00,-1.6419555,48.1317119
213,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.6419555,48.1317119
225,Métro / Bus,Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.6419555,48.1317119
230,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:20:00,-1.6419555,48.1317119
232,Vélo / VAE / Vélostar,Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:40:00,-1.6419555,48.1317119
235,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.6419555,48.1317119
238,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:10:00,-1.6419555,48.1317119
240,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00,-1.6419555,48.1317119
241,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:10:00,-1.6419555,48.1317119
243,Métro / Bus,Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00,-1.6419555,48.1317119
244,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00,-1.6419555,48.1317119
247,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:20:00,-1.6419555,48.1317119
249,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires variables (variations > 15 min.),09:35:00,09:40:00,09:20:00,09:40:00,09:35:00,NA,-1.6419555,48.1317119
254,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00,-1.6419555,48.1317119
256,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:00:00,-1.6419555,48.1317119
265,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.6419555,48.1317119
267,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires variables (variations > 15 min.),09:20:00,09:15:00,09:00:00,09:20:00,09:00:00,NA,-1.6419555,48.1317119
277,Vélo / VAE / Vélostar,Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00,-1.6419555,48.1317119
281,Vélo / VAE / Vélostar,Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00,-1.6419555,48.1317119
292,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) variant selon jour,09:30:00,09:45:00,09:15:00,09:45:00,09:15:00,NA,-1.6419555,48.1317119
296,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00,-1.6419555,48.1317119
299,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00,-1.6419555,48.1317119
300,Vélo / VAE / Vélostar,Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) variant selon jour,09:30:00,09:30:00,09:30:00,09:30:00,09:30:00,NA,-1.6419555,48.1317119
301,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) variant selon jour,08:45:00,08:45:00,08:30:00,08:45:00,08:45:00,NA,-1.6419555,48.1317119
302,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires variables (variations > 15 min.),09:30:00,09:30:00,09:20:00,09:30:00,09:20:00,NA,-1.6419555,48.1317119
324,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:10:00,-1.6419555,48.1317119
325,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:20:00,-1.6419555,48.1317119
327,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00,-1.6419555,48.1317119
331,Métro / Bus,Saint-Sulpice,Atos,Horaires variables (variations > 15 min.),09:30:00,09:45:00,09:30:00,09:30:00,09:15:00,NA,-1.6419555,48.1317119
334,Métro / Bus,Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00,-1.6419555,48.1317119
349,Vélo / VAE / Vélostar,Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,10:00:00,-1.6419555,48.1317119
623,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) variant selon jour,08:10:00,08:30:00,NA,08:30:00,08:10:00,NA,-1.6419555,48.1317119
665,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:15:00,-1.6419555,48.1317119
744,Métro / Bus,Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:15:00,-1.6419555,48.1317119
832,Vélo / VAE / Vélostar,Saint-Sulpice,Atos,Horaires variables (variations > 15 min.),09:45:00,09:45:00,09:15:00,09:15:00,09:30:00,NA,-1.6419555,48.1317119
838,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.6419555,48.1317119
851,Autre,Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00,-1.6419555,48.1317119
941,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) variant selon jour,09:10:00,09:25:00,09:10:00,09:25:00,09:10:00,NA,-1.6419555,48.1317119
1019,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:25:00,-1.6419555,48.1317119
1031,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:40:00,-1.6419555,48.1317119
1067,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) variant selon jour,09:15:00,09:05:00,09:05:00,09:15:00,09:15:00,NA,-1.6419555,48.1317119
1273,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.6419555,48.1317119
1416,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00,-1.6419555,48.1317119
1534,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.6419555,48.1317119
1595,Marche à pied,Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.6419555,48.1317119
1699,Voiture (seul(e)),Saint-Sulpice,Atos,Heures fixes, variant selon le jour de semaine,09:30:00,08:00:00,09:30:00,08:00:00,09:30:00,NA,-1.6419555
1745,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:45:00,-1.6419555,48.1317119
1785,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.6419555,48.1317119
1902,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00,-1.6419555,48.1317119
2053,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.6419555,48.1317119
2111,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:25:00,-1.6419555,48.1317119
2133,Métro / Bus,Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:50:00,-1.6419555,48.1317119
2255,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.6419555,48.1317119
2314,Moto / Scooter,Saint-Sulpice,Atos,Horaires variables (variations > 15 min.),09:40:00,09:10:00,08:40:00,09:25:00,09:00:00,NA,-1.6419555,48.1317119
2434,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:05:00,-1.6419555,48.1317119
2487,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:00:00,-1.6419555,48.1317119
2509,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:15:00,-1.6419555,48.1317119
3040,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.6419555,48.1317119
3135,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00,-1.6419555,48.1317119
3196,Moto / Scooter,Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:45:00,-1.6419555,48.1317119
3270,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.6419555,48.1317119
3306,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00,-1.6419555,48.1317119
3350,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:15:00,-1.6419555,48.1317119
3361,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:45:00,-1.6419555,48.1317119
3806,Voiture (seul(e)),Saint-Sulpice,Atos,Heures fixes tous les jours,NA,NA,NA,NA,NA,09:35:00,-1.6419555,48.1317119
5262,Voiture (à plusieurs / covoiturage),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.6419555,48.1317119
5787,Car,Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.6419555,48.1317119
5872,Voiture (à plusieurs / covoiturage),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:05:00,-1.6419555,48.1317119
6005,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:15:00,-1.6419555,48.1317119
6009,Métro / Bus,Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) variant selon jour,09:08:00,09:15:00,09:12:00,09:30:00,09:16:00,NA,-1.6419555,48.1317119
6010,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,07:25:00,-1.6419555,48.1317119
6011,Vélo / VAE / Vélostar,Saint-Sulpice,Atos,Horaires variables (variations > 15 min.),09:30:00,09:30:00,09:30:00,09:30:00,09:30:00,NA,-1.6419555,48.1317119
6015,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00,-1.6419555,48.1317119
6016,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00,-1.6419555,48.1317119
6019,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:45:00,-1.6419555,48.1317119
6020,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:15:00,-1.6419555,48.1317119
6023,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:45:00,-1.6419555,48.1317119
6025,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires variables (variations > 15 min.),09:00:00,08:30:00,08:45:00,09:30:00,08:30:00,NA,-1.6419555,48.1317119
6026,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) variant selon jour,08:55:00,08:55:00,09:25:00,08:55:00,08:55:00,NA,-1.6419555,48.1317119
6047,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:55:00,-1.6419555,48.1317119
6061,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:10:00,-1.6419555,48.1317119
6066,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.6419555,48.1317119
6067,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:20:00,-1.6419555,48.1317119
6084,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires variables (variations > 15 min.),NA,09:30:00,NA,09:00:00,NA,NA,-1.6419555,48.1317119
6091,Voiture (seul(e)),Saint-Sulpice,Atos,Horaires réguliers (+/- 15 min.) variant selon jour,08:45:00,08:45:00,08:30:00,08:30:00,08:30:00,NA,-1.6419555,48.1317119
506,Voiture (seul(e)),Saint-Sulpice,Ingérop,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:05:00,-1.6401865,48.1321381
771,Vélo / VAE / Vélostar,Saint-Sulpice,Ingérop,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:35:00,-1.6401865,48.1321381
775,Voiture (seul(e)),Saint-Sulpice,Ingérop,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:00:00,-1.6401865,48.1321381
793,Voiture (à plusieurs / covoiturage),Saint-Sulpice,Ingérop,Horaires réguliers (+/- 15 min.) variant selon jour,08:30:00,08:30:00,08:00:00,08:30:00,08:30:00,NA,-1.6401865,48.1321381
800,Voiture (seul(e)),Saint-Sulpice,Ingérop,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:15:00,-1.6401865,48.1321381
831,Voiture (seul(e)),Saint-Sulpice,Ingérop,Horaires réguliers (+/- 15 min.) variant selon jour,08:45:00,08:30:00,08:30:00,08:30:00,08:45:00,NA,-1.6401865,48.1321381
837,Voiture (seul(e)),Saint-Sulpice,Ingérop,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:25:00,-1.6401865,48.1321381
850,Vélo / VAE / Vélostar,Saint-Sulpice,Ingérop,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:40:00,-1.6401865,48.1321381
888,Voiture (seul(e)),Saint-Sulpice,Ingérop,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:15:00,-1.6401865,48.1321381
1038,Voiture (seul(e)),Saint-Sulpice,Ingérop,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:45:00,-1.6401865,48.1321381
1050,Voiture (seul(e)),Saint-Sulpice,Ingérop,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:45:00,-1.6401865,48.1321381
1085,Vélo / VAE / Vélostar,Saint-Sulpice,Ingérop,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:50:00,-1.6401865,48.1321381
1087,Voiture (seul(e)),Saint-Sulpice,Ingérop,Horaires réguliers (+/- 15 min.) variant selon jour,09:30:00,09:30:00,NA,NA,09:30:00,NA,-1.6401865,48.1321381
1268,Voiture (seul(e)),Saint-Sulpice,Ingérop,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:45:00,-1.6401865,48.1321381
1363,Voiture (seul(e)),Saint-Sulpice,Ingérop,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:00:00,-1.6401865,48.1321381
1388,Voiture (seul(e)),Saint-Sulpice,Ingérop,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00,-1.6401865,48.1321381
2398,Voiture (seul(e)),Saint-Sulpice,Ingérop,Horaires réguliers (+/- 15 min.) variant selon jour,08:30:00,08:30:00,08:30:00,08:30:00,08:45:00,NA,-1.6401865,48.1321381
2910,Voiture (seul(e)),Saint-Sulpice,Ingérop,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00,-1.6401865,48.1321381
94,Voiture (à plusieurs / covoiturage),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) variant selon jour,08:40:00,08:40:00,09:15:00,08:10:00,08:40:00,NA,-1.6561463,48.1119013
5014,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:30:00,-1.6561463,48.1119013
5017,Voiture (à plusieurs / covoiturage),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:00:00,-1.6561463,48.1119013
5049,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:00:00,-1.6561463,48.1119013
5051,Car,Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,07:45:00,-1.6561463,48.1119013
5052,Voiture (à plusieurs / covoiturage),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:00:00,-1.6561463,48.1119013
5053,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:00:00,-1.6561463,48.1119013
5055,Voiture (seul(e)),Saint-Sulpice,MGEN,Heures fixes tous les jours,NA,NA,NA,NA,NA,08:00:00,-1.6561463,48.1119013
5059,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00,-1.6561463,48.1119013
5064,Vélo / VAE / Vélostar,Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:15:00,-1.6561463,48.1119013
5065,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:00:00,-1.6561463,48.1119013
5071,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,07:50:00,-1.6561463,48.1119013
5075,Voiture (seul(e)),Saint-Sulpice,MGEN,Heures fixes tous les jours,NA,NA,NA,NA,NA,08:00:00,-1.6561463,48.1119013
5076,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:15:00,-1.6561463,48.1119013
5078,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00,-1.6561463,48.1119013
5081,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:05:00,-1.6561463,48.1119013
5082,Moto / Scooter,Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:00:00,-1.6561463,48.1119013
5083,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,07:40:00,-1.6561463,48.1119013
5084,Voiture (à plusieurs / covoiturage),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:10:00,-1.6561463,48.1119013
5088,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) variant selon jour,09:00:00,08:50:00,08:45:00,08:50:00,08:15:00,NA,-1.6561463,48.1119013
5090,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) variant selon jour,08:30:00,08:30:00,08:05:00,08:30:00,08:30:00,NA,-1.6561463,48.1119013
5093,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:40:00,-1.6561463,48.1119013
5094,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) variant selon jour,10:00:00,09:30:00,09:30:00,09:30:00,09:30:00,NA,-1.6561463,48.1119013
5095,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:45:00,-1.6561463,48.1119013
5100,Voiture (seul(e)),Saint-Sulpice,MGEN,Heures fixes, variant selon le jour de semaine,09:00:00,09:00:00,09:30:00,09:00:00,09:00:00,NA,-1.6561463
5101,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) variant selon jour,09:30:00,08:30:00,09:00:00,08:30:00,08:30:00,NA,-1.6561463,48.1119013
5103,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,09:40:00,-1.6561463,48.1119013
5106,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:00:00,-1.6561463,48.1119013
5118,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires variables (variations > 15 min.),09:00:00,09:20:00,08:45:00,09:15:00,09:00:00,NA,-1.6561463,48.1119013
5127,Métro / Bus,Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) variant selon jour,09:30:00,09:30:00,08:30:00,09:30:00,08:00:00,NA,-1.6561463,48.1119013
5130,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires variables (variations > 15 min.),09:30:00,08:30:00,08:30:00,08:30:00,08:00:00,NA,-1.6561463,48.1119013
5131,Voiture (à plusieurs / covoiturage),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) variant selon jour,09:00:00,09:00:00,10:00:00,09:00:00,09:00:00,NA,-1.6561463,48.1119013
5132,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) variant selon jour,09:30:00,09:30:00,08:00:00,09:30:00,08:00:00,NA,-1.6561463,48.1119013
5139,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires variables (variations > 15 min.),NA,08:30:00,NA,NA,NA,NA,-1.6561463,48.1119013
5146,Vélo / VAE / Vélostar,Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:50:00,-1.6561463,48.1119013
5163,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:00:00,-1.6561463,48.1119013
5177,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,07:45:00,-1.6561463,48.1119013
5178,Voiture (à plusieurs / covoiturage),Saint-Sulpice,MGEN,Heures fixes tous les jours,NA,NA,NA,NA,NA,07:40:00,-1.6561463,48.1119013
5179,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) variant selon jour,08:00:00,08:15:00,09:00:00,08:02:00,08:10:00,NA,-1.6561463,48.1119013
5180,Voiture (à plusieurs / covoiturage),Saint-Sulpice,MGEN,Heures fixes tous les jours,NA,NA,NA,NA,NA,07:40:00,-1.6561463,48.1119013
5182,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,07:50:00,-1.6561463,48.1119013
5183,Voiture (seul(e)),Saint-Sulpice,MGEN,Heures fixes tous les jours,NA,NA,NA,NA,NA,07:55:00,-1.6561463,48.1119013
5190,Métro / Bus,Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) variant selon jour,08:30:00,09:00:00,08:30:00,08:30:00,08:30:00,NA,-1.6561463,48.1119013
5257,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:05:00,-1.6561463,48.1119013
5266,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:30:00,-1.6561463,48.1119013
5303,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) variant selon jour,07:50:00,07:50:00,08:50:00,07:50:00,07:50:00,NA,-1.6561463,48.1119013
5305,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,08:10:00,-1.6561463,48.1119013
5311,Voiture (seul(e)),Saint-Sulpice,MGEN,Horaires réguliers (+/- 15 min.) identiques chaque jour,NA,NA,NA,NA,NA,07:50:00,-1.6561463,48.1119013
